,x,y
0,32.11731365584883,-5.336493561490174
1,56.73403063953908,3.774886407806244
2,93.53382282900436,-14.980787262104164
3,54.878527098169364,-4.165004626106839
4,65.90673519586925,-31.004874710625252
5,63.46183125980305,-61.77860449340276
6,65.97497758199202,-80.04562657044828
7,66.18768554801953,-86.36660397281166
8,52.9817044884505,-16.671502316783123
9,81.32716893914248,-12.605220836787352
10,106.88536343287687,-5.340326190583257
11,106.88536343287687,-5.340326190583257
12,33.03027218583704,31.22500791560382
13,37.43150516133184,40.532486000209595
14,39.16586139438422,44.65462239495351
15,40.03303951091043,46.71569059232546
16,40.96556002030051,47.77889588744341
17,51.45898537835733,6.478643672097394
18,71.66322063092467,24.27720759896844
19,86.942168524037,40.75609564639317
20,95.02984941132067,49.21714864619565
21,32.186954152309234,-4.123103490957202
22,43.1762591431422,0.9003590418436129
23,46.55478504557787,3.2637385557116634
24,48.621461054381236,4.117465839237611
25,49.93331094801354,5.627118069579736
26,54.68806927837734,12.45853436819118
27,76.25485856411319,29.037846775666615
28,93.71670402715458,49.50938685023992
29,38.77680267807439,4.621641923135471
30,59.71679775854241,21.069030956960106
31,68.94104254569217,47.75073457773256
32,73.17663622369056,74.09574826523892
33,77.61424386164856,97.4475712872545
34,26.188051841486484,16.22300652615342
35,40.02374277114528,37.77697730879479
36,38.98417081859836,62.75535376034736
37,37.94459886605134,87.73373021190001
38,38.20674780611412,102.5974874062713
39,35.99201752713681,102.90565909767197
40,38.845773597108106,4.000734137907581
41,66.15786000417135,-4.487489238813308
42,66.15786000417135,-4.487489238813308
43,51.595366728927885,-15.096957710328319
44,72.16516810359212,2.277830674191958
45,85.02152465748304,22.56856984651454
46,-0.06816739845468126,-34.01463439764991
47,-0.4135914134902927,-45.00920952585911
48,-0.19377613119489223,-38.01266171699871
49,-0.38218923030522806,-44.00970269602192
50,0.05744133428554574,-30.016607078301096
51,-0.5077979630454426,-48.00773001537072
52,-0.4449935966753361,-46.00871635569633
53,36.628697406686854,1.8271634544757276
54,40.74001579620722,29.4151510777148
55,15.358809203735474,41.280830658348556
56,-54.06694267741525,-9.63149570508622
57,-84.25261301507165,-14.19497094511219
58,51.333869755607644,-22.579499903990598
59,75.24676454166162,-32.78604010873736
60,89.35152219848062,-35.79532763943399
61,28.896502704368878,-9.64324278738238
62,33.205300701892575,-37.38192083476841
63,11.44191549795829,-53.236102127574874
64,-12.723973988377033,-52.231221371351296
65,-12.723973988377033,-52.231221371351296
66,-2.9627277454700054,34.412530338616804
67,6.267174530173101,60.86643182747244
68,20.411310989727426,79.51967293494504
69,27.187859012843248,87.89095699955575
70,29.029756121952865,90.46144626027123
71,47.322680150929614,-3.092562583491629
72,61.07630080115575,17.8797505700371
73,59.58546512166572,38.073249746176884
74,54.10550993422134,59.309306139575405
75,38.702207166446996,7.690198986074307
76,43.91363310427782,13.841706093645927
77,46.04945368861552,16.7465762166496
78,48.5270411345175,18.711661570497856
79,49.12505904210865,19.99321320121755
80,49.12505904210865,19.99321320121755
81,44.39513513960938,-17.46630974006302
82,66.59270270941407,-26.19946461009453
83,80.53523895984831,-37.135902919952386
84,28.234223697812784,-21.5366806212533
85,52.58101482997259,-21.053191668965585
86,35.38885730686822,14.409329565046383
87,28.558049600089838,15.409016939403003
88,47.78288691266205,27.673014261040496
89,50.074904710770646,-2.9161478369999854
90,60.86032269357738,-12.490841510227826
91,50.295135918525006,-23.13869708814861
92,36.23577648607797,-44.40685197636732
93,22.176417053630942,-65.67500686458607
94,16.42613338281528,-78.00116756876119
95,43.58090644593037,-4.97037155060518
96,62.25971497320754,15.156777080070677
97,45.99343096752628,1.2666127408941967
98,52.89477637319392,18.30690122412329
99,56.842542529531165,27.329935213579287
100,56.842542529531165,27.329935213579287
101,50.984054083152095,-10.422390764417797
102,39.341980320464124,-9.602530107435932
103,56.63265146332876,6.460865904283003
104,66.42827439409695,17.643252563588284
105,35.412415726233355,2.6383351630187506
106,44.709779074603404,15.812515773910073
107,48.53559794787411,25.105691224149115
108,31.98264515521257,14.768561503266248
109,39.26788655952741,29.732693876406255
110,40.941891802010105,36.602752569615554
111,42.46590029257242,39.87038139197188
112,31.61025744217025,0.8897327911909836
113,39.780236507167906,14.09016619610235
114,43.0527262838327,21.45839601483252
115,45.4569842884396,25.955010680031616
116,26.41147521489213,22.258346231765255
117,34.7309466972434,35.47902678362583
118,34.7309466972434,35.47902678362583
119,32.62547117250659,9.464598817273838
120,45.54654289487668,30.959851910581847
121,6.763895949883025,33.81197586032434
122,6.309536218203449,48.83840448572391
123,7.623657311541835,55.99892721469023
124,34.462397603412555,9.452150624292045
125,58.08172162598928,15.37899908840265
126,77.02527092210313,26.610291982175156
127,92.65098606951842,39.252958873770275
128,34.250040818098334,3.3067663900852975
129,47.0850707420976,15.524049510732196
130,35.181831846521185,9.340166375558177
131,42.9266836974066,19.78129992550556
132,45.68414771969645,24.919041858084213
133,47.74842184121211,27.314615349179988
134,34.85589306893815,3.0110991957671245
135,46.49911709434714,-18.188790763714717
136,28.65332580092301,9.164437819427862
137,31.640613695097784,34.30556172106195
138,25.67561930564415,58.084099143153054
139,50.10339666280547,-4.7591640914737425
140,68.46835047572796,10.820581460017916
141,81.95019000954215,31.51454199889217
142,92.06186965395625,44.88443110721096
143,96.59473294201135,50.58119777013498
144,42.19001226501475,25.318034384167827
145,60.11128412841179,40.83666882145689
146,69.72020034836794,48.87835577618622
147,73.97579263008672,51.50322421703721
148,30.615534561293945,-13.6999650921532
149,46.72944603551821,-16.01121086031882
150,47.363194089257334,-16.784750390260168
151,46.589654559316,-17.418498443999308
152,45.816115029374664,-18.052246497738427
153,33.32122070567728,9.731199858370204
154,51.98320938219312,15.091253835485967
155,33.401425423611094,-4.727026514728525
156,54.34466343737856,8.92510817178423
157,70.08148883091125,28.732993635242057
158,82.22664026002504,44.528413755134274
159,39.30414886315572,-9.756222739508097
160,64.88343070886211,-6.335646726916654
161,83.75969697553347,8.620508254552496
162,93.97289202056874,18.196031580829125
