,x,y
0,-34.06492550334663,21.944950454522445
1,-30.906401105939647,50.08786650156675
2,-27.209868912205135,64.02829869503495
3,-25.4489533687072,69.58700146174834
4,-12.39593118504379,74.44689980150724
5,-44.739372658643155,21.596030517459763
6,-52.251781361556596,55.48649695686408
7,-55.14284076696805,71.7235464275771
8,10.361866980614455,59.85508927965985
9,10.361866980614455,59.85508927965985
10,10.361866980614455,59.85508927965985
11,10.361866980614455,59.85508927965985
12,10.361866980614455,59.85508927965985
13,-58.36196180593819,-7.133120927210689
14,-92.11203274821986,-19.08856786117996
15,-111.44165534090807,-31.269113432879006
16,-126.51169852116219,-54.88888901490511
17,-132.75550849685717,-63.945093351569085
18,-24.282379442829946,22.368863372876806
19,-25.632333322745367,33.3314189381682
20,-26.47862998649491,37.24086671975147
21,-27.11335248430707,40.17295255593893
22,-27.11335248430707,40.17295255593893
23,-26.559138870786015,42.339250612667946
24,-26.982287202660807,44.29397450345957
25,-34.459294914683674,-2.357327720715967
26,-73.30589344172107,4.271532126888038
27,-103.56271869295138,20.65825009347648
28,-116.9150518392638,27.493101924342017
29,-121.80455991593662,30.67000462479594
30,-23.286602435995583,32.522825015485424
31,-8.098573016217864,67.9956845329245
32,17.909884696806923,95.22728616393036
33,-21.102914939044332,-55.278087711818145
34,-5.496917928580934,-87.61155114073969
35,-21.0802065387251,43.41226661077134
36,-3.7647602443666623,77.2970024017907
37,16.600675613309566,102.48130351035581
38,23.84466654796723,110.99744085886059
39,27.717268517632974,115.68817150392444
40,-46.89976071407616,7.100172178362898
41,-56.223683966202096,15.22817655757343
42,-29.810821041743758,31.43747682014458
43,-43.5614478816865,61.43614781585115
44,-50.72078344516673,74.65522169753767
45,-53.220897416065384,80.1095255149389
46,-55.38000503774827,82.41999176182304
47,-77.80355369318401,80.94199795354591
48,-77.80355369318401,80.94199795354591
49,-36.87716186698399,-14.03833795847152
50,-52.83254491439845,-42.646479313866834
51,-62.22915913211287,-76.73025318419178
52,-65.37618300180276,-93.46632921065637
53,-65.63416894616772,-97.06263888204312
54,-66.38589808358486,-99.78934079166913
55,-41.41391710104215,50.49641046993349
56,-44.035065457535445,90.0328440634337
57,-45.9417983437529,118.41178642745807
58,-61.97906489945324,5.531321197450322
59,-68.58054289004791,-28.665469417162846
60,-51.10985214227542,-63.59074629216694
61,-29.473480736033437,-9.236554189884123
62,-29.473480736033437,-9.236554189884123
63,-45.73156339897662,-38.55676476424574
64,-35.65632478718316,-59.01378231117633
65,-16.564622986286835,-80.30948428001625
66,-10.92098088820886,-87.59984118957851
67,-29.015618444747247,25.905479850194688
68,-29.015618444747247,25.905479850194688
69,-29.015618444747247,25.905479850194688
70,-29.015618444747247,25.905479850194688
71,-29.015618444747247,25.905479850194688
72,-29.015618444747247,25.905479850194688
73,-28.63452479067295,18.44082400578501
74,-18.18844175769705,56.135377316152976
75,-18.18844175769705,56.135377316152976
76,-30.37005715449982,11.64730133689407
77,-48.16992760505624,44.2228230049105
78,-55.912704320868954,71.42667215772468
79,-42.25694112552609,25.126697489201046
80,-28.205488393414605,22.123526493056076
81,-36.73287840470458,38.10112392181087
82,12.23985598039115,-48.735879242907714
83,-39.90649987206532,30.92686967607376
84,15.57107804598017,38.56865992598128
85,-39.72217445634504,-2.6737345529595733
86,-73.04289218823597,1.6540558568972792
87,-60.366878887279334,30.427617938454336
88,-88.16034037610113,48.2468069904112
89,-1.2861041347558944,-34.86181200331624
90,11.534805665389092,-59.7741437267127
91,19.356431533330113,-69.35653219629354
92,-33.35357079877406,34.87892364983711
93,-36.158859008035925,54.93211187672453
94,-37.81620469499606,61.43235843158031
